ip,domain,numberOfPackets,totalMbSize,startTime,endTime,protocol
216.58.213.138,par21s03-in-f138.1e100.net,2,0.000148,1574954453.457061,1574954453.4618561,tcp
216.58.213.138,par21s03-in-f138.1e100.net,3,0.004622,1574954453.481421,1574954453.4912136,tcp
216.58.213.138,par21s03-in-f138.1e100.net,2,0.00013199999999999998,1574954453.507973,1574954453.5080183,tcp
216.58.213.138,par21s03-in-f138.1e100.net,2,0.00283,1574954453.5216863,1574954453.5219445,tcp
216.58.213.138,par21s03-in-f138.1e100.net,5,0.00171,1574954453.5312583,1574954453.562591,tcp
216.58.213.138,par21s03-in-f138.1e100.net,2,0.00017099999999999998,1574954453.6071682,1574954453.622851,tcp
216.58.213.138,par21s03-in-f138.1e100.net,2,0.00142,1574954453.693442,1574954453.6981726,tcp
216.58.213.174,par21s04-in-f14.1e100.net,2,0.000148,1574954453.7379081,1574954453.7423906,tcp
216.58.213.174,par21s04-in-f14.1e100.net,2,0.000148,1574954453.747272,1574954453.7517848,tcp
216.58.213.174,par21s04-in-f14.1e100.net,2,0.000148,1574954453.754468,1574954453.7587366,tcp
216.58.213.174,par21s04-in-f14.1e100.net,3,0.004503,1574954453.7631607,1574954453.7736554,tcp
216.58.213.174,par21s04-in-f14.1e100.net,3,0.00026199999999999997,1574954453.7916384,1574954453.7917047,tcp
216.58.213.174,par21s04-in-f14.1e100.net,4,0.004569,1574954453.7814221,1574954453.790882,tcp
216.58.213.174,par21s04-in-f14.1e100.net,3,0.00026199999999999997,1574954453.8140597,1574954453.8141468,tcp
216.58.213.174,par21s04-in-f14.1e100.net,3,0.004502,1574954453.7851696,1574954453.7944915,tcp
216.58.213.138,par21s03-in-f138.1e100.net,3,0.000225,1574954453.7122688,1574954453.7286608,tcp
216.58.213.138,par21s03-in-f138.1e100.net,2,0.001911,1574954453.8668084,1574954453.8668227,tcp
216.58.213.174,par21s04-in-f14.1e100.net,4,0.000276,1574954453.8682137,1574954453.870964,tcp
161.117.190.13,,2,0.000732,1574954453.5441413,1574954453.5920377,tcp
216.58.213.138,par21s03-in-f138.1e100.net,3,0.001015,1574954453.876183,1574954453.8893447,tcp
216.58.213.138,par21s03-in-f138.1e100.net,10,0.004718000000000001,1574954453.9160447,1574954454.037903,tcp
216.58.213.138,par21s03-in-f138.1e100.net,2,0.001549,1574954454.1736467,1574954454.1736722,tcp
216.58.213.138,par21s03-in-f138.1e100.net,3,0.0010299999999999999,1574954454.1821854,1574954454.1901758,tcp
161.117.190.13,,3,0.000562,1574954453.9037447,1574954453.9273496,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.000868,1574954447.58566,1574954447.641215,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.000167,1574954465.7214837,1574954465.7452133,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,3,0.000619,1574954466.0931304,1574954466.1086586,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.000167,1574954466.551878,1574954466.5717134,tcp
43.231.237.245,,2,0.00013199999999999998,1574954468.8668914,1574954468.866942,tcp
43.231.237.245,,2,0.00011999999999999999,1574954469.0096362,1574954469.0096862,tcp
161.117.190.13,,2,0.00014199999999999998,1574954454.23816,1574954454.2594042,tcp
43.231.237.245,,2,0.00202,1574954469.179719,1574954469.1798174,tcp
43.231.237.245,,5,0.0006699999999999999,1574954469.335846,1574954469.4806263,tcp
43.231.237.245,,3,0.000298,1574954469.6291316,1574954469.8150835,tcp
43.231.237.245,,2,0.000108,1574954472.0487015,1574954472.0508354,tcp
36.189.242.187,,2,0.000112,1574954475.5825,1574954475.5825996,tcp
92.118.37.99,,2,0.000108,1574954488.3393397,1574954488.3394127,tcp
216.58.209.238,par10s29-in-f14.1e100.net,2,0.000148,1574954489.7918966,1574954489.7967699,tcp
216.58.209.238,par10s29-in-f14.1e100.net,3,0.00046699999999999997,1574954489.8429494,1574954489.8502083,tcp
216.58.209.238,par10s29-in-f14.1e100.net,2,0.000401,1574954491.0528605,1574954491.0576825,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,2,0.000148,1574954491.1820512,1574954491.1870062,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,2,0.000136,1574954491.2353418,1574954491.2401183,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,9,0.0007769999999999999,1574954491.260597,1574954491.3912477,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,5,0.0005149999999999999,1574954491.4429235,1574954491.4851804,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,7,0.0006189999999999999,1574954491.577661,1574954491.6054745,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,5,0.0005799999999999999,1574954491.6644647,1574954491.7096417,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,2,0.00040799999999999994,1574954491.796447,1574954491.8024476,tcp
179.60.192.51,whatsapp-cdn-shv-01-cdg2.fbcdn.net,2,0.000148,1574954491.8679545,1574954491.872769,tcp
179.60.192.51,whatsapp-cdn-shv-01-cdg2.fbcdn.net,3,0.0033629999999999997,1574954491.8986676,1574954491.9039695,tcp
179.60.192.51,whatsapp-cdn-shv-01-cdg2.fbcdn.net,2,0.00013199999999999998,1574954491.9210162,1574954491.9210873,tcp
157.240.21.11,edge-mqtt-shv-01-cdt1.facebook.com,5,0.00044699999999999997,1574954448.1563385,1574954449.009874,tcp
179.60.192.51,whatsapp-cdn-shv-01-cdg2.fbcdn.net,3,0.0019069999999999998,1574954492.0287113,1574954492.0581398,tcp
161.117.190.13,,2,0.000108,1574954469.2372503,1574954469.3126543,tcp
161.117.190.13,,4,0.000433,1574954494.7261677,1574954495.0842516,tcp
161.117.190.13,,2,0.00332,1574954495.3991687,1574954495.3992279,tcp
161.117.190.13,,2,0.000108,1574954495.4180129,1574954495.4180558,tcp
161.117.190.13,,2,0.000732,1574954495.7668777,1574954495.9000165,tcp
161.117.190.13,,3,0.000562,1574954496.2143092,1574954496.2805624,tcp
161.117.190.13,,3,0.000562,1574954496.5943344,1574954496.8659277,tcp
161.117.190.13,,3,0.000562,1574954497.180207,1574954497.3782284,tcp
161.117.190.13,,3,0.0006209999999999999,1574954494.715609,1574954496.2452338,tcp
112.15.139.117,,2,0.000108,1574954500.7957072,1574954500.7958117,tcp
161.117.190.13,,2,0.00014199999999999998,1574954497.7010748,1574954497.7241426,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,2,0.00013499999999999997,1574954528.0901127,1574954528.094973,tcp
45.136.109.221,,2,0.000108,1574954529.6641457,1574954529.6642623,tcp
202.168.64.24,,2,0.000108,1574954544.0968108,1574954544.0969095,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,16,0.0040030000000000005,1574954466.9191022,1574954491.9555948,tcp
161.117.71.92,,4,0.00145,1574954556.3585606,1574954556.719801,tcp
161.117.71.92,,2,0.00039499999999999995,1574954557.025679,1574954557.0257316,tcp
185.156.73.42,,2,0.000108,1574954558.7404504,1574954558.740534,tcp
216.58.201.226,fra02s18-in-f2.1e100.net,2,0.0006959999999999999,1574954452.1937644,1574954452.250424,tcp
216.58.198.206,par10s27-in-f14.1e100.net,2,0.000148,1574954560.8072164,1574954560.8119395,tcp
216.58.198.206,par10s27-in-f14.1e100.net,3,0.004497,1574954560.8393314,1574954560.8510501,tcp
216.58.198.206,par10s27-in-f14.1e100.net,4,0.000276,1574954561.0207748,1574954561.0208287,tcp
157.240.21.11,edge-mqtt-shv-01-cdt1.facebook.com,5,0.000489,1574954492.0577664,1574954492.1174312,tcp
185.156.73.34,,2,0.000108,1574954585.6674888,1574954585.667574,tcp
36.189.242.187,,2,0.000112,1574954605.4893274,1574954605.4894197,tcp
92.119.160.52,,2,0.000108,1574954611.1927032,1574954611.1927786,tcp
180.68.177.15,,2,0.000148,1574954617.7339323,1574954617.7340345,tcp
180.68.177.15,,5,0.0014719999999999998,1574954617.9873013,1574954618.232737,tcp
180.68.177.15,,4,0.000592,1574954618.5231006,1574954618.781462,tcp
180.68.177.15,,4,0.00036799999999999995,1574954619.07115,1574954619.3176088,tcp
185.143.223.152,,2,0.000108,1574954625.2718546,1574954625.271953,tcp
157.240.21.32,edge-mqtt-mini-shv-01-cdt1.facebook.com,2,0.000268,1574954447.5630744,1574954447.6118793,tcp
157.240.21.32,edge-mqtt-mini-shv-01-cdt1.facebook.com,3,0.0011240000000000002,1574954633.8891249,1574954633.9153893,tcp
156.236.126.154,,2,0.000148,1574954634.297051,1574954634.2971382,tcp
156.236.126.154,,2,0.000154,1574954634.510205,1574954634.510243,tcp
156.236.126.154,,2,0.001212,1574954634.782089,1574954634.782169,tcp
157.240.21.32,edge-mqtt-mini-shv-01-cdt1.facebook.com,3,0.00023099999999999998,1574954633.9606688,1574954634.3533263,tcp
156.236.126.154,,2,0.0007199999999999999,1574954635.682043,1574954635.682216,tcp
157.240.21.32,edge-mqtt-mini-shv-01-cdt1.facebook.com,37,0.007902999999999999,1574954635.694652,1574954636.632675,tcp
156.236.126.154,,2,0.00017999999999999998,1574954639.200462,1574954639.200577,tcp
188.128.39.127,,2,0.000148,1574954640.9565022,1574954640.9566233,tcp
188.128.39.127,,5,0.0014719999999999998,1574954641.0256124,1574954641.0793817,tcp
188.128.39.127,,4,0.000592,1574954641.1751568,1574954641.238485,tcp
188.128.39.127,,8,0.000748,1574954641.471903,1574954641.6631188,tcp
188.128.39.127,,3,0.00024999999999999995,1574954644.2788053,1574954644.2789352,tcp
156.236.126.154,,10,0.000976,1574954639.482301,1574954646.2230911,tcp
216.58.198.206,par10s27-in-f14.1e100.net,2,0.0006959999999999999,1574954561.0293121,1574954561.1147141,tcp
216.58.204.129,par21s05-in-f1.1e100.net,2,0.000148,1574954655.6614149,1574954655.6658797,tcp
216.58.204.129,par21s05-in-f1.1e100.net,3,0.005465,1574954655.6838913,1574954655.6936824,tcp
216.58.204.129,par21s05-in-f1.1e100.net,2,0.00013199999999999998,1574954655.72779,1574954655.73217,tcp
216.58.204.129,par21s05-in-f1.1e100.net,2,0.0007599999999999999,1574954655.753959,1574954655.7587948,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.000148,1574954672.7677107,1574954672.7724109,tcp
216.58.198.202,par10s27-in-f10.1e100.net,3,0.004631,1574954672.810478,1574954672.8202844,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.00013199999999999998,1574954672.843514,1574954672.8435416,tcp
216.58.198.202,par10s27-in-f10.1e100.net,3,0.0008479999999999999,1574954672.861399,1574954672.8661664,tcp
216.58.198.202,par10s27-in-f10.1e100.net,4,0.001065,1574954672.8972259,1574954672.9073448,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.0005589999999999999,1574954672.9474957,1574954672.9475074,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.0005549999999999999,1574954672.9621987,1574954672.962242,tcp
172.217.18.202,ham02s14-in-f202.1e100.net,2,0.000148,1574954673.3740122,1574954673.3787665,tcp
172.217.18.202,ham02s14-in-f202.1e100.net,3,0.000936,1574954673.451877,1574954673.4574122,tcp
172.217.18.202,ham02s14-in-f202.1e100.net,2,0.000332,1574954673.4814782,1574954673.4902964,tcp
172.217.18.202,ham02s14-in-f202.1e100.net,5,0.0019359999999999998,1574954673.532347,1574954673.5517194,tcp
216.58.209.238,par10s29-in-f14.1e100.net,2,0.000148,1574954673.904245,1574954673.9089923,tcp
216.58.209.238,par10s29-in-f14.1e100.net,3,0.004498,1574954673.9465,1574954673.9564621,tcp
216.58.209.238,par10s29-in-f14.1e100.net,2,0.00013199999999999998,1574954673.9730666,1574954673.9730875,tcp
185.156.73.17,,2,0.000108,1574954674.729667,1574954674.7297482,tcp
179.60.192.51,whatsapp-cdn-shv-01-cdg2.fbcdn.net,2,0.000163,1574954677.0716166,1574954677.0717146,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,3,0.00023699999999999996,1574954528.1176798,1574954528.223702,tcp
179.60.192.49,whatsapp-chatd-edge-shv-01-cdg2.facebook.com,3,0.00020099999999999995,1574954678.2560828,1574954678.2769032,tcp
216.58.213.138,par21s03-in-f138.1e100.net,3,0.000225,1574954451.1404707,1574954451.156345,tcp
216.58.213.138,par21s03-in-f138.1e100.net,8,0.003184,1574954453.1924605,1574954453.368099,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.000148,1574954696.4926107,1574954696.4976232,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,2,0.000148,1574954696.4946032,1574954696.4992766,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.000148,1574954696.5016148,1574954696.50634,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,2,0.000148,1574954696.5062416,1574954696.5109668,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,4,0.0009519999999999999,1574954696.522236,1574954696.5279639,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,4,0.000954,1574954696.5259545,1574954696.5313344,tcp
179.60.192.3,edge-star-shv-01-cdg2.facebook.com,2,0.00022199999999999998,1574954696.5443685,1574954696.5443826,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,4,0.000954,1574954696.5297918,1574954696.535202,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,2,0.00022199999999999998,1574954696.546915,1574954696.5492444,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,4,0.0009559999999999998,1574954696.535066,1574954696.5405164,tcp
157.240.21.16,edge-star-shv-01-cdt1.facebook.com,2,0.00022199999999999998,1574954696.5526016,1574954696.552622,tcp
157.240.21.35,edge-star-mini-shv-01-cdt1.facebook.com,2,0.00022199999999999998,1574954696.5559938,1574954696.5573614,tcp
157.240.21.11,edge-mqtt-shv-01-cdt1.facebook.com,7,0.0008019999999999999,1574954566.9889147,1574954634.4046738,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,2,0.000148,1574954701.5154135,1574954701.5201812,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,3,0.003459,1574954701.536546,1574954701.5419846,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,2,0.00013199999999999998,1574954701.5594585,1574954701.5594866,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,3,0.000703,1574954701.5911708,1574954701.640426,tcp
179.60.192.2,edge-mqtt-shv-01-cdg2.facebook.com,4,0.000387,1574954701.7098465,1574954701.7337446,tcp
185.216.140.252,,2,0.000108,1574954703.7239988,1574954703.724098,tcp
216.58.204.131,par21s05-in-f131.1e100.net,2,0.000148,1574954704.616026,1574954704.6207404,tcp
216.58.204.131,par21s05-in-f131.1e100.net,3,0.004098,1574954704.6400037,1574954704.6496243,tcp
216.58.204.131,par21s05-in-f131.1e100.net,2,0.00013199999999999998,1574954704.6679983,1574954704.6689694,tcp
216.58.204.131,par21s05-in-f131.1e100.net,3,0.001035,1574954704.806775,1574954704.828589,tcp
185.176.27.246,,2,0.000108,1574954711.7841783,1574954711.7842884,tcp
216.58.209.238,par10s29-in-f14.1e100.net,2,0.0006959999999999999,1574954673.986334,1574954674.0424254,tcp
216.239.38.133,,2,0.000148,1574954714.1026125,1574954714.1071675,tcp
216.58.201.228,fra02s18-in-f4.1e100.net,2,0.000148,1574954714.5252383,1574954714.5299885,tcp
216.58.201.228,fra02s18-in-f4.1e100.net,3,0.0033389999999999995,1574954714.5526114,1574954714.5628023,tcp
216.58.201.228,fra02s18-in-f4.1e100.net,2,0.000148,1574954714.853557,1574954714.8583164,tcp
216.58.201.228,fra02s18-in-f4.1e100.net,2,0.000148,1574954714.8578866,1574954714.862821,tcp
216.58.201.228,fra02s18-in-f4.1e100.net,2,0.000148,1574954714.864722,1574954714.8696325,tcp
216.58.201.228,fra02s18-in-f4.1e100.net,4,0.0034059999999999997,1574954714.877103,1574954714.8869584,tcp
216.58.201.228,fra02s18-in-f4.1e100.net,3,0.0033399999999999997,1574954714.8845239,1574954714.8943348,tcp
216.239.38.133,,3,0.0046300000000000004,1574954714.9552991,1574954714.9659483,tcp
216.58.201.228,fra02s18-in-f4.1e100.net,3,0.0033399999999999997,1574954715.037317,1574954715.047416,tcp
216.239.38.133,,2,0.00013199999999999998,1574954714.9827998,1574954714.9846616,tcp
216.239.38.133,,2,0.0006959999999999999,1574954715.1085927,1574954715.1261446,tcp
216.239.38.133,,2,0.000163,1574954715.2033255,1574954715.2187953,tcp
216.239.38.133,,2,0.00041999999999999996,1574954715.313792,1574954715.320344,tcp
216.239.38.133,,2,0.00017099999999999998,1574954715.3393095,1574954715.3478103,tcp
216.58.198.202,par10s27-in-f10.1e100.net,5,0.0007689999999999998,1574954673.009909,1574954673.0304065,tcp
216.58.198.202,par10s27-in-f10.1e100.net,3,0.0014140000000000001,1574954717.1266446,1574954717.1313922,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.003871,1574954717.1520119,1574954717.1526666,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.00283,1574954717.1548712,1574954717.1549122,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.00283,1574954717.1580777,1574954717.1581163,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.00283,1574954717.1613002,1574954717.1613426,tcp
216.58.198.202,par10s27-in-f10.1e100.net,23,0.028039999999999995,1574954717.1645358,1574954717.1800764,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.00013199999999999998,1574954717.184639,1574954717.1846626,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.00013199999999999998,1574954717.1898715,1574954717.1898897,tcp
216.58.198.202,par10s27-in-f10.1e100.net,2,0.00013199999999999998,1574954717.1955712,1574954717.1955938,tcp
216.239.38.133,,2,0.000148,1574954717.6357396,1574954717.6400623,tcp
216.58.204.131,par21s05-in-f131.1e100.net,2,0.00013199999999999998,1574954717.8372457,1574954717.841916,tcp
216.239.38.133,,3,0.0046300000000000004,1574954717.978101,1574954717.9882164,tcp
216.239.38.133,,2,0.00013199999999999998,1574954718.0060248,1574954718.0060468,tcp
216.239.38.133,,2,0.0007509999999999999,1574954718.0578613,1574954718.0592058,tcp
216.239.38.133,,3,0.0008519999999999999,1574954718.0752828,1574954718.079957,tcp
193.112.244.115,,2,0.000108,1574954719.312996,1574954719.3131285,tcp
172.217.19.238,par21s11-in-f14.1e100.net,2,0.000148,1574954725.2052054,1574954725.2095082,tcp
172.217.19.238,par21s11-in-f14.1e100.net,4,0.0036509999999999997,1574954725.3113859,1574954725.3211963,tcp
51.83.40.5,5.ip-51-83-40.eu,2,0.000108,1574954725.257395,1574954725.2574322,tcp
172.217.19.238,par21s11-in-f14.1e100.net,2,0.00013199999999999998,1574954725.3377695,1574954725.3378098,tcp
172.217.19.238,par21s11-in-f14.1e100.net,4,0.001478,1574954725.3705647,1574954725.3997226,tcp
172.217.19.238,par21s11-in-f14.1e100.net,3,0.001974,1574954725.7219732,1574954725.7318342,tcp
80.82.77.234,,2,0.000108,1574954728.5695024,1574954728.5695832,tcp
216.58.213.138,par21s03-in-f138.1e100.net,2,0.000148,1574954735.208344,1574954735.213109,tcp
216.58.213.138,par21s03-in-f138.1e100.net,3,0.004221,1574954735.2322688,1574954735.2418215,tcp
216.58.204.131,par21s05-in-f131.1e100.net,2,0.000148,1574954735.4785347,1574954735.4832783,tcp
216.58.204.131,par21s05-in-f131.1e100.net,3,0.004098,1574954735.5011482,1574954735.5118666,tcp
216.58.204.131,par21s05-in-f131.1e100.net,2,0.00013199999999999998,1574954735.528149,1574954735.528176,tcp
216.58.204.131,par21s05-in-f131.1e100.net,3,0.001035,1574954735.623846,1574954735.6452937,tcp
216.58.213.138,par21s03-in-f138.1e100.net,2,0.00013199999999999998,1574954735.2623096,1574954735.2623253,tcp
216.58.213.138,par21s03-in-f138.1e100.net,2,0.000416,1574954735.7813652,1574954735.7987137,tcp
216.58.213.138,par21s03-in-f138.1e100.net,3,0.001349,1574954735.8862443,1574954735.894297,tcp
216.58.204.131,par21s05-in-f131.1e100.net,2,0.000685,1574954738.7445517,1574954738.749441,tcp
104.248.173.228,,2,0.000108,1574954447.2578957,1574954447.2579942,tcp
216.58.198.202,par10s27-in-f10.1e100.net,12,0.0008749999999999999,1574954448.031488,1574954688.0143876,tcp
47.74.170.158,,1,6.599999999999999e-05,1574954448.5707011,1574954448.5707011,tcp
64.233.167.188,wl-in-f188.1e100.net,11,0.003352,1574954449.180779,1574954718.316229,tcp
